Review,Class
"De lo peor que he visto. Sucio,  viejo,  desagradable,  solo pago en efectivo a pesar que tienen datafono. Me da pena por las familias que vi con niños,  menuda experiencia. No justifica el sitio donde se encuentra hubicado.",1
"Es un hotel estupendo con unas vistas y un servicio increíble! : D El desayuno está incluido, y la comida es muy buena. Está ubicado al lado de la Rambla junto al mar Malecón - así que usted tiene fácil acceso a la Habana vieja y la Habana nueva (prueba autobuses locales porque son más baratos que los taxis)",5
otro lugar que no hay que dejar de visitar lo disfrute muchisimo tiene mucha historia lo visite con una guia donde me conto muchas cosas de la historia,4
Actividad muy interesante para todas las edades.  Ver cómo está en excelente estado a pesar de los años habla muy bien de lo que ha cambiado la ciudad.  Lo tomamos en la estación Acevedo.  Para llegar al lugar si hay que pasar por áreas difíciles por lo cual se recomienda tener cuidado principalmente si anda con niños.  Lo mejor es ir en transporte de confianza,4
"Este es un lugar de encuentro para los cubanos, pero también un agradable paseo para conseguir una perspectiva de la ciudad. Con el agua de mar azota contra la pared con edificios quebrantadas en el otro lado.",5
"El hospedaje fue regular, el servicio de baño de la habitación tenia unos problemas, además mucho ruido por los pasillos ya que estábamos en una habitación frente a los elevadores. De ahí para atrás, el hotel está bien. ",3
"Hotel antiguo , podría estar mejor las habitaciones...atención y ubicación buena...desayuno variado y tocan el piano detalle lindo ..el resto estaría bueno para mejorar que remodelen las instalaciones ",2
"Tuvimos el primer plato garbanzo, carne picada y albóndigas. Los precios son muy razonables, y estaban demasiado llenas para el postre. Muy buena comida.",5
"Nos alojamos 4 noches en el cuarto piso. Nuestra habitación tenía vistas a la bahía. El hotel recuerda a películas de esos días cuando gángsteres famosos de los Estados reunidos en La Habana. Es claramente cansados, pero aún así Grand, y tan bien cuidadas como pueden ser e impactados con el embargo. Nuestra habitación era grande y confortable, la cama era cómoda lo suficiente. Nuestro cuarto de baño inundado cuando nos duchábamos - parece que la estantería de la bañera ha echado un poco en el tiempo, el agua de la ducha sale alrededor de la bañera para el suelo. (Otros en nuestro grupo tenía la misma experiencia, así que ser alertados sobre. ).  Internet wi-fi es un poco lento, pero pueden ser comprados por hora o día. Mit es lo suficientemente rápido para los correos…",3
Muy atenta la srta. Esmeralda rios ...buenas habitaciones...muy familiar..solo ojo con el area del puente y entre el barco y puente varios niños se pudieron ahogar poner boyas ..el de seguridad hizo caso omiso de los niños yo saque 2 y a la hora mi esposa a otro..por lo demas excelente..,4
Es muy rico algo caro y creo que le falta presentacion a sus platillos ya que se ven vacios al momento de servirlos pero el personal muy amable,4
"Ninguna, el servicio es muy bueno, la calidad y la atención de las personas es excelente. Tiene buenos espacios para los niños, la playa es muy cómoda y limpia. Tiene buena variedad en las comidas y en las instalaciones.  ",5
"La comida es muy excelente, el servicio del personal es muy excelente, el mejor de todos es el conserje Davinson. Los recomiendo mucho para que vaya con toda su familia. La playa es muy linda y muy organizada. ",5
"Ciertamente es un hotel malo, tiene detalles de servicio y mantenimiento por todas partes.Manchas de pintura, alfombras viajas, aire acondicionado con mal olor, baños viejos y sucios, refrigeradores rotos, blancos con aroma raro, servicios de alimentos pesimos. No regreso nunca, de verdad.",2
"Una pena q no se haya invertido en arreglar y reformar, esta decrépito. Simplemente el rótulo del hotel q es el mejor escaparate están las letras caídas, piscina con azulejos rotos, moquetas sucias, ascensores rotos, y las habitaciones con muebles rotos, desconchados, óxido y lo q es peor el cuarto de baño con óxido y el la bañera cortinas de plástico viejas. En fin lo mejor las vistas y el desayuno q para ser cuba y comparando con varadero esta muy bien. ",2
La comida en especial el pescado y los chilaquiles estuvieron de LUJO ! Si quieren ver la Espectáculo de la Serenata vayan los Jueves por la noche .  Solo que hay muchísima gente y ruido por Serenata .Más,5
"Un lugar para tomar el mojito típico y hacerse la foto con algún cuadro de famosos. 

La música en directo en la última planta resultó muy divertida y animada estábamos prácticamente solos. 

El precio como en todos los garitos turísticos un poco caro para el...Más",4
"Durante el recorrido por el malecon, se observa un gran paisaje y si vas con alguien q conozca te puede contar una breve historia de sus edificios",4
"Disfrutamos de nuestra cena especial del chef, que consistía en 5 campos. Todos eran sabrosos. Nos sentamos en el interior, que es un poco ruidoso. Sentarse fuera, si es posible. Asegúrese de mencionar alergias a los alimentos. Yo soy alérgico al aguacate y mencionó que cuando pedimos, pero aún así tiene algo con aguacate.",4
"Excelente servicio de principio a fin, te reciben en u  ambiente cálido y de calidad,la comida hace que tengas una explosión se sabores en tu paladar,prueben no se arrepentirán, las delicias  del.mar y la tierra se fusionan para u a experiencia irrepetible",5
"Excelente atención, buena cocina, hotel con magnífica ubicación. Los colaboradores dentro del hotel muestran un trato siempre gentil, desprendido y respetuoso hacia el huésped. Podría mejorarse el equipo y la planta física del gimnasio.",5
"Es un lugar agradable para comer o cenar los alimentos considero son de nivel aceptable pero no excelentes.
El Servicio muy lento y falta cordialidad a los empleados",3
atención dedicada al huésped que necesita información de todo tipo para su mejor desenvolvimiento como turista y comunicación ubicación del hotel muy buena deben de tener carros para buscar al aeropuerto a los turistas y tener ese medio de atención saludos sigan superandose,5
"Sin duda este hotel fue una joya arquitectónica y un lugar muy grato en otros tiempos, hoy día, sin bien está ubicado en un inmejorable lugar y cuenta con los servicios básicos, se ve rebasado por falta integral de mantenimiento, sobre todo porque lo viejo de su equipamiento (como las alfombras en las habitaciones) hacen que parezca sucio. No está mal, pero ojalá se invierta en su remozamiento, es un viejo que merece otro trato.",3
"El casco antiguo de la ciudad de Cartagena era una delicia. Si te gusta la historia ... vaya! era muy seguro, la gente muy amable y servicial. La parte más memorable del viaje la fruta! Hermosa fruta madura de todo tipo. ¿dónde más puede conseguir pan de coco.",5
"Y parece que todo el mundo baila en Mérida en domingo. Gente de Youn, abuelos, hijos, extraños bailando con extraños. Plaza Grande es el corazón de la ciudad más romántica en América del Norte.",5
"No solo esta el museo de botero tambien esta el de numismatica y colecciones de arte de obras del siglo XVIII , todo en el mismo sitio",5
no hay nada bueno q verm no es nada del otro mundo una murralla... deberian decir la verdad en vez de vender a los turistas cosas tan fofas,1
"Lo bueno es para tomar las fotos en un lugar tradicional, en la que se ven las figuras de los dos Comandantes. Pero el resto es una plaza sin nada. ",3
"Fue una experiencia súper agradable con todo el personal del cartagena plaza, las camareras son muy atentas siempre pendiente a nuestras necesidades y requerimientos. Las habitaciones cómodas y limpias ,la comida súper deliciosa , los botones siempre atentos.el show muy divertido y entretenido. La atención de Jeisson muy diligente y prestó a colaborar. Volveremos pronto",5
"Este restaurante lo venden como parada obligada si visitas Monterrey, el lugar es muy excéntrico, con espejos, candelabros, animales disecados y color dorado por donde mires, convirtiéndolo en un lugar único. En lo que respecta a la comida y el servicio, no podría señalar ninguna...Más",3
"Fuimos a desayunar, lugar bonito y bien decorado. Nos pusieron en terraza porque iban a tener un evento adentro, nos fuimos y seguía vacío.  No anotan la orden, por lo que se les olvidaban platillos, el pan que íbamos a compartir de entrada: french toast...Más",3
"La ubicación es muy buena, al igual que la vista, la playa contrario a lo que esperaba resultó que estaba bastante limpia.
Se percibe el sabor y la frescura en  los insumos de los alimentos , lo cual es parte  de la experiencia que ofrece...el lugar ya que tienen sus propias granjas productoras. La carta es limitada ( lo cual en mi caso prefiero, ya que se nota el esmero en cada uno de los platos que preparan), los precios están por arriba del promedio de otros restaurantes cercanos  pero no llegan a ser exagerados, desconozco si eso se debió a que solo se tenía un salón disponible, ya que en la fecha que lo visité, el resto del restaurante se encontraba en remodelación (es la único razón por lo cual no otorgo la evaluación más alta), mi sugerencia sería que siguieran manteniendo los precios ya que los hace muy competitivos … sin duda regresaría, es un lugar que debes visitar en Veracruz sobre todo si eres fanático del buen comer…Más",4
"Es un lugar de comida casual estilo  napolitano, de agradable sencillez,  pero de extraordinaria calidad. Pizzas variadas, quesos, ensaladas, ravioles y pastas excelentes. Todo preparado a mano en el momento, horno de leña. Una delicia. La atención del dueño Mario y sus asistentes muy esmerada....Más",5
"Pasé 3 semanas en este hotel durante agosto y septiembre. Yo estaba en la 5ª planta, con vistas a la piscina. La habitación estaba muy limpia. Dos camas individuales, TV, teléfono y aire acondicionado, que era realmente necesario, ya que la temperatura era más de 40 durante los días, caen hasta los 30 grados por la noche. Siempre había un montón de agua caliente. El desayuno tenía un montón de opciones. Hay algo para todo el mundo. La cena no tenía un montón de opciones pero estuvo bien para pasar unos días. Comí en todos los otros hoteles que estaban cerca y nos fuimos a la zona vieja para otras cenas. La piscina era un gran lugar para refrescarse. Fui a La Habana Vieja casi cada día y encontramos que si yo fui a pocas puertas de distancia de la entrada del hotel, el costo de…",3
"Muy decepcionante, ya que todos los camareros y camareras eran muy cansado - nadie quería servirle, todo había acabado, excepto el pequeño bar en la esquina. Si no te importa estar lleno de un montón de otros turistas que pueden disfrutar de la vida nocturna - no puedes esperar de las promesas hechas en el thumbed folletos",2
"Este es un restaurante inferiores a la tarifa. Primero de todo, ofrecen ""fresco"" comida en un menú que está en una pizarra, difícil de leer porque la gente están sentados delante de él, entonces los $10,00 (o en realidad más que eso, unos $14) ensalada...de marisco tenía una pieza de langosta, camarones y una difícil trozos de pescado (Shark?) . La pasta casera, la paella un poco pobre, pero con mucho gusto, y la carne con demasiada salsa. Yo también no como las escaleras y los asientos de la azotea. El servicio era muy bueno, pero no podría compensar el fiasco culinario.Más",3
"Si van a Bogota, no se puede dejar de pasar por este museo que tiene piezas increíbles y comprender que en las sociedades precolombinas tenia otro sentido el uso del oro al cual le damos la sociedad actual.",5
"Un museo al alcance de todos, muy muy interesante las exposiciones, la casa muy hermosa y un artista muy nuestro.",5
"No te puedes ir de Guanajuato, sin subir a este lugar y contemplar la espectacular vista de la ciudad. En lo personal creo que al atardecer y dando el sol en el frente de la catedral y empezar a ver como se encienden las iluminaciones de la ciudad.",5
"Como las plazas de las ciudades italianas, la Plaza Vieja está llena de cafés caros. También hay unos cuantos mendigos así estar alerta. Recomiendo un paseo a través de. Asegúrate de ver la escultura de la mujer en el gallo. Ir a la Cámara Oscura",3
"EL desayunar y la atención en recepción bastante bien. ya se ve muy vieja las instalaciones, especialmente alfombras y acabados, se percibe un dejo a humedad. la alberca incluso da pena verla. se ve sucia y vieja,  ",3
"Esta es un paseo obligado a Cartagena. La ciudad amurallada es mágica pero huele demasiado a feo, como a cloaca y siempre esta lleno de gente. Tiene una partes sin iluminación que dan miedo. Pero esta ok",3
La falta de árboles o cualquier sombra adicional esta pasarela concreto suele estar lleno de gente después del Sol (más tarde en el día) no durante el día. Me dijeron que por nuestro taxista que junto a calle 23 hay un lugar donde chicos y lesbianas reunirse. El taxista nos dijo también que podría ser peligroso caminar hacia allí después del atardecer así que ten cuidado y no te vayas por usted mismo.,4
Da Pena visitar mi pais yvisitar Los lugares que nos traen lindos recuerdos y no poder disfrutar de una Linda noche porque ya a las 10.00 pm comienzan ha  cerrar todos los establecimientos y la ciudad oscura es como si muriera un lugar tan lindo me fui bien triste por no poder disfrutar un rato mas de mi Plaza Vieja.,1
"Teníamos muchas expectativas con respecto a este lugar de la Habana, su especialidad es el mojito, sin embargo, no es para nada rico, mucha agua y además cuesta 6 CUC. El lugar es bonito pero no es cómodo, lo único que puedo rescatar es la...Más",2
"Si te gusta la comida italiana auténtica, definitivamente este es el lugar perfecto, tienes que reservar con anticipación porque el lugar es pequeño, puede ser algo  romántico para ir con amigos pero vale mucho la pena , algo que no me gusto fueron los postres...Más",4
"Lo mejor del hotel sobre todo la ubicación. A pocos minutos tanto del centro de la Habana como de la Habana vieja,por lo que puedes ir andando a estos sitios. El hotel es antiguo pero muy bien conservado.Estilo andaluz y numerosas imágenes de Sevilla y Andalucia en general. Las habitaciones muy correctas.Dos camas garndes,colchones buenos y limpieza en general bien. Al ser antiguo el hotel, da la sensacion de mal estado pero en general esta muy bien. Buena televisión. Huele un poco a humedad. Las camareras de habitación te agobian con las malditas propinas. No funcionaba un ascensor y no habia otra manera de poder bajar o subir. Si bajas por las escaleras del personal.. parece que retrocedes 100 años. Los precios de la cafeteria son increiblemente caros para los precios y la…",4
"No hay mucho que escribir, el lugar es muy bueno, tiene servicio, atención, buenos precios, ubicación, calidad, buenas porciones, etc., en verdad un lugar bastante recomendable para comer en Puebla.",4
"Muy mal, porque la música parecía buena, incluso si las selecciones eran malos - Guantanamera? Dos gardenias pará ti?

Este fue el bar donde Hemingway bebido (no me importó lo que bebimos, así que no prestamos atención).",2
"O no hay personal bueno aquí o la falta de formación o restaurante son menores de personal (no parece), no sé qué pasaba pero el resultado fue una mala experiencia que en un punto nos sentimos eran de broma, teniendo en cuenta que teníamos una...reserva así que sabía una mesa para +6 estará allí. Triste pero cierto. El servicio es malo, completamente. Cuando llegamos allí, nadie nos dio los menús así que comparten dos menús para toda la tabla, pedimos unas bebidas de inmediato y esperar 40 minutos para una cerveza mojito y 35 minutos para los zumos de fruta (nada sofisticado). Los aperitivos, pedimos 5 diferentes, cuatro de ellas sirvieron en otro momento y completamente olvidado la 5ª (raro, que uno les tomó menos de 10 minutos se compara con el 45 minutos que esperábamos para los otros). Los platos principales eran ordenados al mismo tiempo con los entrantes, pero 30 minutos más tarde el servidor llegó a preguntar: ¿cómo quieres tu hamburguesa hecho? Cómo quieres tu carne hecho?, etc. 30 minutos después de que la orden los entrantes. Suficiente decir, tardaron un total de 1 h y 25 min. para servir los entrantes. Si te fijas en su menú se alojan el tiempo de espera, pero es de risa aquellos tomó el doble o el triple que el tiempo para la mayoría de las cosas que pedimos. Además, el hecho de que dos de los zumos derramada, uno en dos de nosotros (una buena ducha blackberry) y uno en la mesa, luego cambiaron uno de ellos, pero tenemos que pedir otro; de lo contrario, no importa. No se disculpan? No el gerente o jefe de los servidores vino a nuestra mesa y pedimos disculpas por el incidente y por el excesivo tiempo que les tomó para cada cosa que pedimos? Por supuesto no. Incluso incluyen la propina en la factura y nadie ofrece cualquier disculpa, ni siquiera el descuento para el zumo que vertido en el Chaquetas y pantalones. No pagará ninguna propina. Pero el verdadero es que estaba triste por tener un servicio tan malo y experimente un doloroso tiempo de espera (de un total de casi 3 horas para toda la comida).
Todos pedir bebidas diferentes (la mayoría de zumos de frutas), entrantes y aperitivos y la izquierda curiosidad sobre el postre pero honestamente no quería pasar un minuto más esperando y esperando, así que aplaudimos el chef porque la mayoría de los platos eran geniales y la presentación ordenada. Así que si quieres probar buena comida y disfrutar de horas y paciencia para esperar (no importa el mal servicio), entonces este puede ser el lugar.Más",2
"Acabo de regresar de Cuba, nos quedamos unas noches en el Melia Cohiba. Está situado justo fuera del centro de la ciudad pero a un corto paseo en taxi. Teníamos una suite, que era una maravilla, con un salón, cuarto de baño con ducha, un dormitorio enorme con baño y vestidor privado. Visitamos la ciudad cada día y luego volvimos a los laicos en la preciosa piscina más tarde. Nuestra habitación estaba incluido el desayuno cada día que se servía en el restaurante tipo buffet, y tenía una amplia selección, nos tomamos unos aperitivos en el bar de la piscina, que era un poco caro y una noche cenamos en la pizzería que era excelente y con una buena relación calidad-precio.",4
"Volví a este hermoso lugar después de 24 años. Me volvió a impresionar como aquella vez... pero lamentablemente es terrible cómo convirtieron los senderos por donde caminaron sus habitantes, en un mercadillo barato con sus gritos insistentes de ""ofertas"", transgrediendo el silencio y respeto que debería haber en el lugar. Los carteles de cada monumento están sucios y desgastados, de modo que si uno no va con guía no entiende ni lo básico sobre lo que tienen en frente. Para pagar la entrada la fila era interminable y solamente había dos personas en las ventanillas. Si vas en auto desde Cancun, el peaje es el más caro que he visto (más de 250 pesos mexicanos ida y  otro tanto para la vuelta). Apenas pasas el peaje,un policia te ïnvita"" a que estaciones para comprar en una pequeña oficina, las entradas a Chichen Itzá, pretendían cobrarnos 30 dólares a cada uno, el doble de lo que sale en ventanilla!!!) Varias personas ""cayeron""en la trampa.",3
"Muy buen hotel. La atención es maravillosa, todo el personal es muy amable y atento, la comida muy rica, todas la áreas y habitaciones son muy limpias. Una muy buena experiencia hospedarse en hard rock",5
"El agua de chaya muy rica, repites porque repites.
El lugar es muy cálido y tiene muy buena atención, la señora que ésta haciendo las tortillas es lo más linda amable que puedas imaginar.
Tratan muy bien al turista nacional ➕.
La comida tiene muy...Más",4
"Mi familia y yo fuimos en el puente del 17 al 19 de marzo de este año, a pesar de que tuvimos unos problemas con la reservación pero que se pudieron resolver. Todo lo demás estuvo excelente. Todo el personal muy atento y servicial, nos trataron como reyes, la comida excelente, las habitaciones muy limpias, muy cómodas y se ve que es un hotel nuevo. La alberca tiene calefacción así que el agua estaba muy rica. Agradezco a todo el staff desde Noé, Luis,Lupita, el capitán de meseros, muy atento. Lo bueno para nosotros es que el hotel es el último del lado norte de la playa Flamingos así que está muy tranquilo. Excelente para familias con niños pequeños les va a facinar la alberca. VAMOS A VOLVER!!!!",5
"Peor servicio! ! ! El camarero era grosero y el jefe no le interesa. La comida es buena, pero la experiencia en general fue un fracaso absoluto.Más",1
"El hotel a día 16 de Agosto, estaba en un estado lamentable, teniendo q subir a las habitaciones por un montacargas que no pasaba revisión desde marzo del 2014, porque los ascensores no funcionaban. Cuando entrabas y salias del montacargas la gente alojada en el hotel te deseaba suerte, por lo que pudiese pasar.  Las habitaciones, no son viejas, son muy viejas, sábanas manchadas con pintura, con manchas circulares que no quiero saber ni que son encima del edredón, las toallas del baño eran curiosas, la mitad eran blancas y la otra mitad grises, pero de poca higiene, no de colores!!. No salía prácticamente agua del grifo, y de la ducha igual.  Hotel curioso, apuntalan las escaleras para que tengas mas emoción!! Y sin luz!! Toda una odisea las escaleras. Personal de recepción…",1
"Servicio de montaje descuidadas Joe 'nombre descuidadas comida descuidadas. Estoy seguro de que hay mejores restaurantes para comer en Cuba que oír.
El servicio era muy lento y la comida no era buena.",1
"Mi última visita a este lugar, en compañía de mi familia. Me sigue confirmando la calidad de su cocina, verdaderamente muy buena.
En esta ocasión como entrada pedimos: las flores de calabaza rellenas de queso, con una salsa como espejo, deliciosa.  La cremosidad de la...Más",4
"Nuestro grupo de cuatro fue traído aquí para el almuerzo durante nuestro viaje de un día a la Habana, 2015 abril. Invitamos a nuestro guía para unirse a nosotros para el almuerzo, y tuvimos una comida encantadora. La comida era fantástico, los menús de comida...no es barato, pero eran muy razonables para el nivel de precios de NA, y para la comida que ha recibido ... casero, muy sabrosa y en realidad demasiado para comer en una sentada, que bien vale la pena! El resto en sí es bonito y limpio, y el servicio fue estupendo. Muy contentos nos detuvimos aquí para nuestra comida de mediodía.Más",4
Triste y decepcionante de ser un buen restaurante ahora es todo un martirio y hasta humillante ir. Los meseros despotas y altaneros. El capitan no le interesa mas que ver el fútbol en las pantallas y aunque uno le pida que intervenga hace caso omiso...Más,1
"Me alojé en un lugar diferente, pero me dijeron que tienen una piscina que puede pagar para entrar. Hice el viaje, a sólo unas pocas cuadras de donde estábamos, y fuimos a la recepción para preguntar sobre el ir a la piscina. La recepcionista nos dijo que es un total de $15, $13 CUC CUC de que sería utilizada para el consumo. Tuve un pequeño accidente donde me resbalé en la línea blanca que bombean la piscina y cortar mi pie izquierdo. El personal rápidamente corrió a la quinta planta, donde un médico y una enfermera estaban disponibles para ayudar a patch. Los camareros en la piscina y disfrutando de nuestra pedidos de bebida era amable y increíble. Manuel fue nuestro servidor en la piscina y era super amable y se disculpó por haber tardado tanto tiempo en llegar nuestro…",4
"La infraestructura y la localización es muy buena. Fui con plan de desayuno incluido el cual es rico quizás un poco más de variedad y estaría excelente. El personal todos me trataron de forma eficiente y amable. Disfrutamos de la alberca la cual el primer día tuvo la mejor temperatura los siguientes días ya estaba un poco más fría. La habitación bastante confortable y amplia. El único punto negativo es que se cobra estacionamiento, fuera de eso vale totalmente la pena y si regreso a Monterrey lo tomaré como primera opción ",4
"Ya conocía el hotel, estuve hace 10 años. Es cierto que carece del adecuado mantenimiento, pero el viajero debe tener en cuenta que Cuba es un destino particular y La Havana más aún. Es el hotel donde hizo pie Fidel Castro y sus revolucionarios al llegar a la capital, es un ex hotel Hilton construido en la década del 50... se puede respirar la revolución en él....  Las vistas de la ciudad son hermosas, su restaurante y disco del último piso son espectaculares.- Es cierto también que hay olor a humedad en los pasillos sobre todo y que hay muchos detalles que podrían mejorarse... pero es Cuba y al menos yo, no fui en busca de grandes hoteles y lujo, fui a ver cómo viven los cubanos y qué han logrado con la ""revolución"", para lujos y hoteles espectaculares, personalmente busco…",3
"Había hormigas en nuestra habitación por grietas bajo la puerta del balcón. El precio vale la pena y los desayunos no están mal. Si estás buscando un lugar barato para alojarte, este es el lugar. No esperes demasiado de ella.",2
"Me decepcionó el hotel, las fotos q publican no reflejan la realidad. Los pasillos tienen alfombras muy viejas y sucias. El baño con el lavabo cuarteado y oxidado, una de las toallas rota. Había reservado 3 noches solo me quede 1",2
Fuimos al restaurante animados por los buenos comentarios que tenía. Al llegar pedimos la carta antes de sentarnos y al ver los precios nos pareció un poco caro... Al decirle que nos lo pensábamos nos dijeron... Un segundo! Que hoy tenemos un menú especial! Y...Más,3
"Esperas encontrar verdadera artesanía pero no es nada que no consigas en otras ciudades de México, el punto a favor que pueden llegar a tener es que los precios son accesibles pero no en todos los locales ",3
"Hotel amplio, cómodo, buenas habitaciones y restaurantes. Lamentablemente para nosotros, cuando llegué a las 17:00 no estaba lista mi habitación, siendo que el check in es a las 15:00. A los 20 minutos de espera insistí y me dijeron que en 30 minutos más me la entregaban.... para no perder más tiempo de conocer antes de que oscuresca nos cambiamos de ropa en el baño y salimos a recorrer dejando nuestras maletas en custodia. Muy desagradable que te reciban así en un hotel.",3
"Ubicado en el Parque Fundidora, Horno 3 es un museo que honra la herencia industrial de la ciudad. De pie dentro de un horno, para escalar las alturas de los stacks, este museo ofrece algunas nuevas experiencias para los visitantes y es una visita obligada en Monterrey. Por no mencionar el paseo en barco para llegar allí es un montón de diversión. . Y relajante. Y tienen un fantástico restaurante - Horno 400. Busque mi crítica de que también.",5
"Piso ejecutivo? es una estafa, las habitaciones son exactamente iguales a las habitaciones de los demás pisos no ejecutivos; cual es el plus? cacahuates (rancios), copa de vino, canapés (si a eso se le puede llamar Canapés), son los cacahuates mas caros que he pagado, cuando quise informarme, te enteras que el gerente responsable es un tipo que esta mas preocupado por estar de galán con una srita que atiende el piso ejecutivo, que en la atención que debe tener para con nosotros. en fin mala experiencia, restaurant con comida mala, habitaciones pequeñas e incomodas se escucha todo lo que hacen y dicen en las demás habitaciones, alberca sucia y con agua helada, en recepción con cara de malos amigos, no se q mas decir, no regresare y suerte a los quieran llegar ahí.",1
"Muy buena atención  de Nayla, Ruben y Adrian. Comida muy rica y el lugar es muy agradable. 
Tuvieron un excelente detalle por nuestro aniversario :) gracias por todo!",5
"Empesando por que los botones,,los que nos brindaban el servicio,,tenian una presntacionn PESIMAAAA,,Su Higiene No era la mejor,,,El hotel era muy feo en los pasillos,,le faltaba aseo en los bañoss,,La fachada del hotel es HORRIBLEE,,Todo QUeda muy lejosss,,,,la piscina del hotel isque en el 18 Piso,, q ess esoo,,la comidaa muy repetitivaa,,,Y El servicio NO fuee el mejorr,,,totalmente desilucionadaa :S",2
"Es bueno pero nada espectacular.
El lugar es muy lindo y tienen un excelente servicio.
En general es bueno pero definitivamente hay mejores lugares para comer carne.
Las porciones de los sides me parecieron muy muy chiquitas! 
Las opciones de postres muy buenas!",3
"El Grand Luxxe es el lugar más hermoso y lujoso en el que me he alojado jamás. He estado viniendo durante cuatro años, y la familia de mi novia por mucho más tiempo. Hay un montón de piscinas y restaurantes para elegir. Nos encanta ir a la piscina de punta, que ofrece una gran vista del océano y de la cordillera. La alegría escuadrón, específicamente Alejandro, es siempre agradable y servicial. Última noche probamos el nuevo asador sobre la torre 5, y sin duda volveremos. La comida era deliciosa y la vista era incluso mejor.

Como para los inconvenientes, nunca nos dan una habitación con buenas vistas como había prometido cuando compran. Siempre planta baja o primer piso mirando directamente en el follaje.

También he hecho difícil dejar el establecimiento con la nueva carretera de acceso que sólo sale en una dirección - hacia Puerto Vallarta. Es muy incómodo tener que conducir fuera de su camino y girar en Starbucks.",4
"Nos alojamos en el Samba Vallarta en marzo con nuestros dos hijos pequeños y amigos con niños pequeños. Nos encantó! Pasamos un tiempo en 4 habitaciones todas juntas (nuestros amigos diferentes habitaciones así como la nuestra), y todas las habitaciones eran estupendas. Son mayores y un poco anticuadas, pero nos pareció que estaban muy limpias y cómodas, y no pasamos mucho tiempo en el interior de todos modos! El personal era muy servicial, y nos permitió cambiarnos de habitación después de un par de días, así que podría estar más cerca de nuestros amigos. La playa es genial! Nunca estaba llena, y para un pequeño complejo tenía un montón de sillas de playa y sombra. Las olas eran perfectas para hacer bodyboard, pero no demasiado peligroso. La piscina era estupenda, con zonas para niños de todas las edades, y una zona profunda para adultos. A nuestros hijos les encantó la piscina! ! La comida estaba bien. Nada espectacular, pero sin duda algunas buenas opciones, y siempre algo fresco para comer.
Lo que nos gustó fue el tamaño del complejo. Es tan pequeño que nunca estaban llenas. Su habitación está nunca lejos de la piscina o en la playa, y la piscina y la playa nunca están demasiado ocupados. En general, pasamos un tiempo estupendo, y sin duda volveremos! !",4
"sin duda el restauran teya es el mejor de merida desde que llegas la atencion la limpiesa , comida y el servicio es de lo mejor no dejes de ir si vaz a merida gracias a todo el estaf.",5
"La verdad es que no tiene mucha gracia... No aconsejo ir expresamente a ver nada en concreto, seguramente pasarás en algún momento y ya lo puedes dar por visto. ",2
"Ordenamos dos platos y ninguno estaba disponible. Pedimos las bebidas que eran dos jugos, solicitamos el precio pero el mesero no estaba seguro del valor.
Los trajo y a la hora de pagar fueron 50.000COP por 2 jugos.

Estos venían con una promoción que nunca...Más",1
"siempre llena, llena de niños y personas en bicicletas!, está a unos 3 km, y puede perderse en algunas partes.",3
"Es un Hotel muy bien situado con una atención espléndida, habitaciones espaciosas,servicios inmejorables, la comida es muy buena y diferente, los trabajadores son muy simpáticos y afables, ls instalaciones son muy buenas y la piscina es alucinante.",5
Otra plaza mas de la VIEJA HABANA cercana a edificios e iglesia emblematicas como tambien a hoteles y lugares donde disfrutar de platos tipicos y tragos,3
"Excelente lugar para visitar, excelente servicio, muy rica comida y buen ambiente de lugar. Buen lugar para visitar con tu familia y festejar tu cumpleaños Gracias mariscos tinos hicieron de mi familia un día inolvidable.",5
"El hotel es muy bonito en sus instalaciones. Estaría perfecto para dar una vuelta turística y conocerlo. No obstante, para alojarse, las habitaciones son viejas. La comida tampoco es muy rica. No volvería a hospedarme en el hotel.",2
"Una experiencia extraña aquí. Entramos y te suspiro con alivio, como es tan hermoso bar, el menú, la comida y bebidas, todo genial. Yumm.
Mi camarero, dirigido a mí para servir, de principio a fin sin una sonrisa o cualquier ojo contacto alguno. Bastante un...logro con alguien tratando de tomar su ojo, pedir, recibir comida y pago.
Yo miraba mientras él con otros comensales, curiosos como si algo sobre mí que no le guste, pero era el mismo para todo el mundo.
Bastante desagradable.Más",4
"Por suerte sólo me quedé una noche en el hotel, ya que era parte de los 2 días paquete de viaje de la Habana. Aunque la habitación era muy grande, con dos camas dobles, que me pareció que fustrante que las puertas del balcón no pudiera abrirse, el teléfono de la habitación no funcionaba, así que si había una emergencia (fuego) una caminata a la llamada del baño sería necesario como el teléfono que funcionaba. No es impresionante! El aire acondicionado era bastante paltry, así que la humedad era compounded.  La comida estaba a sólo unos soportable, algunos apenas tibia en vez de calor. Sin embargo, si te gusta cerdo te encantará la comida, incluso si está fría, ya que esto carne parecía pervasive en este hotel. En resumen, hay una falta de variedad de comida. Sí, sí encontré algo…",2
Lugar céntrico. Muy sencillo. Comida típica yucateca. Muy famoso que no debe faltar en tu visita a Mérida.  La comida es buena pero no es tan barata como se ve el lugar.,4
"la habana es hermoso vayas donde vayas, las callecitas son increibles y vas descubriendo hermosos lugares y gente de todo tipo, hay pequeños locales de artesanias.",4
